Shaolin Sandor LIU POSITION,Shaolin Sandor LIU LAP TIME,Shaolin Sandor LIU ELAPSED TIME,Freek van der WART POSITION,Freek van der WART LAP TIME,Freek van der WART ELAPSED TIME,YOSHINAGA Kazuki POSITION,YOSHINAGA Kazuki LAP TIME,YOSHINAGA Kazuki ELAPSED TIME,DOTTI Tommaso POSITION,DOTTI Tommaso LAP TIME,DOTTI Tommaso ELAPSED TIME,John-Henry KRUEGER POSITION,John-Henry KRUEGER LAP TIME,John-Henry KRUEGER ELAPSED TIME
2,12.91,12.91,3,13.05,13.05,1,12.85,12.85,4,13.12,13.12,5,13.29,13.29
1,9.95,22.86,2,9.87,22.92,3,10.19,23.04,4,10.00,23.12,5,9.96,23.25
1,9.97,32.83,2,9.99,32.91,3,9.99,33.03,4,10.01,33.13,5,9.99,33.24
1,9.91,42.74,2,9.91,42.82,3,9.90,42.93,4,9.92,43.05,5,9.93,43.17
1,9.52,52.26,2,9.49,52.31,3,9.48,52.41,4,9.45,52.50,5,9.45,52.62
1,9.29,1:01.55,2,9.30,1:01.61,3,9.28,1:01.69,4,9.27,1:01.77,5,9.27,1:01.89
1,9.08,1:10.63,2,9.14,1:10.75,3,9.17,1:10.86,4,9.17,1:10.94,5,9.08,1:10.97
1,8.89,1:19.52,2,8.87,1:19.62,3,8.97,1:19.83,4,8.99,1:19.93,5,8.99,1:19.96
1,8.93,1:28.436,2,8.91,1:28.511,3,8.88,1:28.704,5,9.56,1:29.469,4,9.12,1:29.063
