Marina GEORGIEVA-NIKOLOVA POSITION,Marina GEORGIEVA-NIKOLOVA LAP TIME,Marina GEORGIEVA-NIKOLOVA ELAPSED TIME,LIN Wei POSITION,LIN Wei LAP TIME,LIN Wei ELAPSED TIME,Arianna FONTANA POSITION,Arianna FONTANA LAP TIME,Arianna FONTANA ELAPSED TIME,Bernadett HEIDUM POSITION,Bernadett HEIDUM LAP TIME,Bernadett HEIDUM ELAPSED TIME
2,7.38,7.38,4,7.68,7.68,1,7.37,7.37,3,7.53,7.53
1,9.52,16.90,4,9.68,17.36,3,9.73,17.10,2,9.57,17.10
1,9.25,26.15,4,9.27,26.63,3,9.09,26.19,2,9.09,26.19
1,9.29,35.44,4,9.23,35.86,2,9.33,35.52,3,9.37,35.56
1,9.66,45.095,4,9.52,45.379,2,9.58,45.100,3,9.62,45.171
