HWANG Hyun Sun POSITION,HWANG Hyun Sun LAP TIME,HWANG Hyun Sun ELAPSED TIME,KONYA Zsofia POSITION,KONYA Zsofia LAP TIME,KONYA Zsofia ELAPSED TIME,Lea THIBAULT POSITION,Lea THIBAULT LAP TIME,Lea THIBAULT ELAPSED TIME,Deanna LOCKETT POSITION,Deanna LOCKETT LAP TIME,Deanna LOCKETT ELAPSED TIME
1,7.58,7.58,2,7.68,7.68,3,7.77,7.77,4,7.97,7.97
1,9.75,17.33,2,9.75,17.43,3,9.83,17.60,4,9.83,17.80
1,9.22,26.55,2,9.25,26.68,3,9.32,26.92,4,9.44,27.24
1,9.26,35.81,2,9.30,35.98,3,9.50,36.42,4,9.37,36.61
1,9.44,45.244,2,9.59,45.564,3,9.65,46.061,4,9.48,46.084
