SHAMUKHANOV Yerkebulan POSITION,SHAMUKHANOV Yerkebulan LAP TIME,SHAMUKHANOV Yerkebulan ELAPSED TIME,Shuta MATSUZU POSITION,Shuta MATSUZU LAP TIME,Shuta MATSUZU ELAPSED TIME,TIBORCZ Daniel POSITION,TIBORCZ Daniel LAP TIME,TIBORCZ Daniel ELAPSED TIME,Pietro MARINELLI POSITION,Pietro MARINELLI LAP TIME,Pietro MARINELLI ELAPSED TIME,Caleb PARK POSITION,Caleb PARK LAP TIME,Caleb PARK ELAPSED TIME
1,6.97,6.97,2,7.06,7.06,3,7.26,7.26,4,7.27,7.27,5,7.49,7.49
1,9.08,16.05,2,9.07,16.13,4,9.11,16.37,3,9.00,16.27,5,9.24,16.73
1,8.61,24.66,2,8.61,24.74,4,8.64,25.01,3,8.58,24.85,5,9.07,25.80
1,8.68,33.34,2,8.68,33.42,4,8.72,33.73,3,8.73,33.58,5,9.08,34.88
1,8.87,42.21,2,8.83,42.25,4,8.81,42.541,3,8.86,42.44,5,9.27,44.155
