Marianne ST-GELAIS POSITION,Marianne ST-GELAIS LAP TIME,Marianne ST-GELAIS ELAPSED TIME,Raya ZAHARIEVA POSITION,Raya ZAHARIEVA LAP TIME,Raya ZAHARIEVA ELAPSED TIME,Jessica KOOREMAN POSITION,Jessica KOOREMAN LAP TIME,Jessica KOOREMAN ELAPSED TIME,Natalia PLUGINA POSITION,Natalia PLUGINA LAP TIME,Natalia PLUGINA ELAPSED TIME
1,7.21,7.21,4,13.26,13.26,2,8.29,8.29,3,12.72,12.72
1,9.67,16.88,4,12.46,25.72,2,10.47,18.76,3,11.29,24.01
1,9.28,26.16,4,11.98,37.70,2,9.52,28.28,3,10.10,34.11
1,9.48,35.64,4,10.74,48.44,2,9.61,37.89,3,10.22,44.33
1,9.72,45.354,4,10.94,59.377,2,9.97,47.855,3,10.48,54.804
