HU Ze POSITION,HU Ze LAP TIME,HU Ze ELAPSED TIME,KWON Ki-Deok POSITION,KWON Ki-Deok LAP TIME,KWON Ki-Deok ELAPSED TIME,Jon ELEY POSITION,Jon ELEY LAP TIME,Jon ELEY ELAPSED TIME,CONFORTOLA Yuri POSITION,CONFORTOLA Yuri LAP TIME,CONFORTOLA Yuri ELAPSED TIME
3,14.396,14.396,4,16.031,16.031,2,13.342,13.342,1,12.775,12.775
4,9.516,23.912,2,7.836,23.867,3,10.538,23.880,1,10.759,23.534
2,9.400,33.311,3,9.558,33.424,4,9.623,33.502,1,9.435,32.968
3,9.337,42.647,1,8.945,42.369,4,9.184,42.686,2,9.458,42.425
4,9.481,52.128,2,9.209,51.578,3,9.417,52.102,1,9.088,51.513
4,9.541,1:01.669,3,9.875,1:01.453,2,9.350,1:01.452,1,9.433,1:00.945
4,9.281,1:10.949,1,8.778,1:10.231,3,9.296,1:10.747,2,9.509,1:10.453
2,8.954,1:19.903,1,9.201,1:19.431,3,9.188,1:19.935,4,9.518,1:19.971
3,9.60,1:29.494,1,9.96,1:29.386,4,9.68,1:29.607,2,9.50,1:29.472
