Francois-Louis TREMBLAY POSITION,Francois-Louis TREMBLAY LAP TIME,Francois-Louis TREMBLAY ELAPSED TIME,Haralds SILOVS POSITION,Haralds SILOVS LAP TIME,Haralds SILOVS ELAPSED TIME,Jack WHELBOURNE POSITION,Jack WHELBOURNE LAP TIME,Jack WHELBOURNE ELAPSED TIME,Viacheslav KURGINIAN POSITION,Viacheslav KURGINIAN LAP TIME,Viacheslav KURGINIAN ELAPSED TIME
1,6.94,6.94,2,7.07,7.07,3,7.24,7.24,4,7.48,7.48
1,8.86,15.80,2,8.94,16.01,3,8.92,16.16,4,8.99,16.47
1,8.53,24.33,2,8.57,24.58,3,8.58,24.74,4,8.76,25.23
1,8.53,32.86,2,8.59,33.17,3,8.53,33.27,4,8.82,34.05
1,8.80,41.654,2,8.80,41.970,3,8.83,42.093,4,9.26,43.302
