Peter JELEN POSITION,Peter JELEN LAP TIME,Peter JELEN ELAPSED TIME,Jonathan LOPEZ POSITION,Jonathan LOPEZ LAP TIME,Jonathan LOPEZ ELAPSED TIME,Torsten KROEGER POSITION,Torsten KROEGER LAP TIME,Torsten KROEGER ELAPSED TIME,Semen ELISTRATOV POSITION,Semen ELISTRATOV LAP TIME,Semen ELISTRATOV ELAPSED TIME
1,7.02,7.02,4,7.96,7.96,2,7.26,7.26,3,7.40,7.40
1,9.45,16.47,4,10.61,18.57,2,9.36,16.62,3,9.36,16.76
1,9.06,25.53,4,10.10,28.67,3,9.03,25.65,2,8.84,25.60
3,9.33,34.86,4,10.21,38.88,2,9.16,34.81,1,9.12,34.72
3,9.42,44.273,4,11.10,49.973,2,9.33,44.137,1,9.32,44.032
