WU Dajing POSITION,WU Dajing LAP TIME,WU Dajing ELAPSED TIME,Maxime CHATAIGNIER POSITION,Maxime CHATAIGNIER LAP TIME,Maxime CHATAIGNIER ELAPSED TIME,Mathias VOSTE POSITION,Mathias VOSTE LAP TIME,Mathias VOSTE ELAPSED TIME,KIM Yun-Jae POSITION,KIM Yun-Jae LAP TIME,KIM Yun-Jae ELAPSED TIME,Ryosuke SAKAZUME POSITION,Ryosuke SAKAZUME LAP TIME,Ryosuke SAKAZUME ELAPSED TIME
1,6.80,6.80,2,6.94,6.94,3,7.02,7.02,5,7.36,7.36,4,7.29,7.29
1,8.77,15.57,2,9.05,15.99,3,9.04,16.06,5,9.20,16.56,4,8.92,16.21
1,8.37,23.94,2,8.76,24.75,3,8.79,24.85,5,8.74,25.30,4,8.73,24.94
1,8.59,32.53,4,9.41,34.16,5,9.46,34.31,3,8.70,34.00,2,8.85,33.79
1,8.79,41.313,4,9.79,43.942,0,,PEN,3,9.06,43.053,2,9.03,42.818
