Timothy DEWISPELAERE POSITION,Timothy DEWISPELAERE LAP TIME,Timothy DEWISPELAERE ELAPSED TIME,KIM Cheol Min POSITION,KIM Cheol Min LAP TIME,KIM Cheol Min ELAPSED TIME,Ryosuke SAKAZUME POSITION,Ryosuke SAKAZUME LAP TIME,Ryosuke SAKAZUME ELAPSED TIME,BREEUWSMA Daan POSITION,BREEUWSMA Daan LAP TIME,BREEUWSMA Daan ELAPSED TIME
1,6.89,6.89,4,7.48,7.48,3,7.28,7.28,2,7.00,7.00
1,9.15,16.04,4,9.20,16.68,3,9.20,16.48,2,9.21,16.21
1,8.65,24.69,4,8.60,25.28,3,8.65,25.13,2,8.57,24.78
1,8.85,33.54,4,8.75,34.03,3,8.73,33.86,2,8.83,33.61
1,8.85,42.387,4,8.80,42.825,3,8.66,42.519,2,8.86,42.466
