GONG Qiuwen POSITION,GONG Qiuwen LAP TIME,GONG Qiuwen ELAPSED TIME,Evgenii KOZULIN POSITION,Evgenii KOZULIN LAP TIME,Evgenii KOZULIN ELAPSED TIME,Alexandre ST JEAN POSITION,Alexandre ST JEAN LAP TIME,Alexandre ST JEAN ELAPSED TIME,Jeremy MASSON POSITION,Jeremy MASSON LAP TIME,Jeremy MASSON ELAPSED TIME,Jon ELEY POSITION,Jon ELEY LAP TIME,Jon ELEY ELAPSED TIME
1,12.93,12.93,5,13.38,13.38,4,13.28,13.28,3,13.19,13.19,2,13.09,13.09
1,10.33,23.26,5,10.34,23.72,4,10.28,23.56,3,10.33,23.52,2,10.31,23.40
1,9.86,33.12,5,9.81,33.53,3,9.76,33.32,4,9.89,33.41,2,9.89,33.29
1,9.56,42.68,5,9.66,43.19,3,9.58,42.90,4,9.63,43.04,2,9.54,42.83
1,9.46,52.14,5,9.38,52.57,3,9.40,52.30,4,9.42,52.46,2,9.43,52.26
1,9.27,1:01.41,4,9.25,1:01.82,3,9.35,1:01.65,5,9.41,1:01.87,2,9.29,1:01.55
1,9.33,1:10.74,4,9.23,1:11.05,2,9.19,1:10.84,5,9.30,1:11.17,3,9.39,1:10.94
1,9.35,1:20.09,2,9.41,1:20.46,5,9.97,1:20.81,3,9.53,1:20.70,4,9.81,1:20.75
1,9.81,1:29.896,2,9.92,1:30.378,3,9.60,1:30.409,4,21.49,1:42.185,0,,PEN
