Shaolin Sandor LIU POSITION,Shaolin Sandor LIU LAP TIME,Shaolin Sandor LIU ELAPSED TIME,LEPAPE Sebastien POSITION,LEPAPE Sebastien LAP TIME,LEPAPE Sebastien ELAPSED TIME,Thibaut FAUCONNET POSITION,Thibaut FAUCONNET LAP TIME,Thibaut FAUCONNET ELAPSED TIME,BREEUWSMA Daan POSITION,BREEUWSMA Daan LAP TIME,BREEUWSMA Daan ELAPSED TIME,CONFORTOLA Yuri POSITION,CONFORTOLA Yuri LAP TIME,CONFORTOLA Yuri ELAPSED TIME
1,13.06,13.06,3,13.12,,2,13.07,13.07,4,13.29,13.29,5,13.45,13.45
4,9.63,22.69,3,9.46,,2,9.44,22.51,1,9.17,22.46,5,9.37,22.82
2,8.96,31.65,4,9.22,,3,9.23,31.74,1,9.15,31.61,5,9.10,31.92
1,9.09,40.74,3,9.08,,4,9.24,40.98,2,9.20,40.81,5,9.19,41.11
1,9.17,49.91,3,9.19,,4,9.20,50.18,2,9.18,49.99,5,9.20,50.31
1,9.11,59.02,3,9.17,,2,8.99,59.17,5,9.48,59.47,4,8.97,59.28
1,9.13,1:08.15,3,9.10,,2,9.09,1:08.26,5,9.21,1:08.68,4,9.20,1:08.48
1,8.92,1:17.07,3,8.95,,2,8.94,1:17.20,5,8.97,1:17.65,4,8.97,1:17.45
1,8.78,1:25.85,3,8.79,,2,8.80,1:26.00,5,9.38,1:27.03,4,8.74,1:26.19
