Christin PRIEBST POSITION,Christin PRIEBST LAP TIME,Christin PRIEBST ELAPSED TIME,Myrtille GOLLIN POSITION,Myrtille GOLLIN LAP TIME,Myrtille GOLLIN ELAPSED TIME,GALLI Greta POSITION,GALLI Greta LAP TIME,GALLI Greta ELAPSED TIME,Olesya OSKINA POSITION,Olesya OSKINA LAP TIME,Olesya OSKINA ELAPSED TIME
3,16.862,16.862,2,16.789,16.789,1,16.735,16.735,4,16.865,16.865
2,13.140,30.001,3,13.240,30.029,4,13.468,30.202,1,13.096,29.961
3,11.931,41.932,1,11.765,41.793,4,11.954,42.156,2,11.844,41.804
3,11.660,53.591,1,11.646,53.438,4,11.482,53.638,2,11.656,53.459
3,10.391,1:03.982,1,10.249,1:03.687,4,10.366,1:04.004,2,10.368,1:03.827
3,10.021,1:14.002,1,10.040,1:13.727,4,10.274,1:14.277,2,10.021,1:13.847
2,9.777,1:23.779,1,9.996,1:23.722,4,10.372,1:24.649,3,10.190,1:24.037
2,10.316,1:34.095,1,10.130,1:33.852,4,10.777,1:35.425,3,10.275,1:34.311
2,10.23,1:44.318,1,10.44,1:44.287,4,10.86,1:46.276,3,10.99,1:45.294
