Yuma SAKURAI POSITION,Yuma SAKURAI LAP TIME,Yuma SAKURAI ELAPSED TIME,HAMELIN Charles POSITION,HAMELIN Charles LAP TIME,HAMELIN Charles ELAPSED TIME,Dmitry MIGUNOV POSITION,Dmitry MIGUNOV LAP TIME,Dmitry MIGUNOV ELAPSED TIME,NIKISHA Denis POSITION,NIKISHA Denis LAP TIME,NIKISHA Denis ELAPSED TIME,Torsten KROEGER POSITION,Torsten KROEGER LAP TIME,Torsten KROEGER ELAPSED TIME
5,14.69,14.69,2,14.34,14.34,3,14.45,14.45,1,14.22,14.22,4,14.58,14.58
5,10.76,25.45,2,10.81,25.15,3,10.79,25.24,1,10.85,25.07,4,10.79,25.37
5,10.30,35.75,2,10.28,35.43,3,10.30,35.54,1,10.25,35.32,4,10.29,35.66
5,9.61,45.36,1,9.47,44.90,3,9.49,45.03,2,9.68,45.00,4,9.57,45.23
4,9.34,54.70,1,9.49,54.39,2,9.45,54.48,5,9.80,54.80,3,9.38,54.61
4,9.46,1:04.16,1,9.35,1:03.74,2,9.34,1:03.82,3,9.16,1:03.96,5,9.84,1:04.45
4,9.18,1:13.34,1,9.25,1:12.99,2,9.25,1:13.07,3,9.27,1:13.23,5,9.46,1:13.91
4,9.01,1:22.35,1,9.01,1:22.00,2,9.03,1:22.10,3,9.01,1:22.24,5,9.43,1:23.34
4,8.96,1:31.302,1,8.80,1:30.799,2,8.80,1:30.898,3,8.96,1:31.196,5,9.86,1:33.194
