PIERRE-GILLES Jordan POSITION,PIERRE-GILLES Jordan LAP TIME,PIERRE-GILLES Jordan ELAPSED TIME,KAUFMANN-LUDWIG Leon POSITION,KAUFMANN-LUDWIG Leon LAP TIME,KAUFMANN-LUDWIG Leon ELAPSED TIME,SUN Long POSITION,SUN Long LAP TIME,SUN Long ELAPSED TIME,WILCZYK Szymon POSITION,WILCZYK Szymon LAP TIME,WILCZYK Szymon ELAPSED TIME
1,6.80,6.80,3,7.09,7.09,2,6.91,,4,7.27,7.27
1,8.92,15.72,3,8.96,16.05,2,8.90,,4,8.94,16.21
1,8.55,24.27,3,8.55,24.60,2,8.56,,4,8.50,24.71
1,8.62,32.89,3,8.78,33.38,2,8.59,,4,8.81,33.52
1,9.03,41.92,2,8.90,42.283,2,9.03,,3,8.97,42.493
