Alex IZYKOWSKI POSITION,Alex IZYKOWSKI LAP TIME,Alex IZYKOWSKI ELAPSED TIME,Adam KOVACS POSITION,Adam KOVACS LAP TIME,Adam KOVACS ELAPSED TIME,DEL MEDICO Vincent POSITION,DEL MEDICO Vincent LAP TIME,DEL MEDICO Vincent ELAPSED TIME,LEE Ho-Suk POSITION,LEE Ho-Suk LAP TIME,LEE Ho-Suk ELAPSED TIME
1,17.132,17.132,4,17.603,17.603,2,17.545,17.545,3,17.558,17.558
1,13.532,30.663,3,13.488,31.090,2,13.414,30.959,4,13.588,31.145
4,12.120,42.783,2,11.655,42.745,3,11.823,42.781,1,11.487,42.632
2,10.730,53.512,3,10.915,53.660,4,11.138,53.919,1,10.680,53.312
2,10.191,1:03.702,3,10.190,1:03.849,4,10.006,1:03.924,1,10.299,1:03.611
2,9.869,1:13.570,4,9.918,1:13.767,3,9.768,1:13.691,1,9.731,1:13.341
2,9.104,1:22.674,4,9.224,1:22.991,3,9.151,1:22.841,1,9.209,1:22.550
2,9.065,1:31.739,4,9.227,1:32.217,3,9.171,1:32.012,1,9.105,1:31.654
2,9.68,1:41.413,4,9.34,1:41.548,3,9.53,1:41.542,1,9.44,1:41.089
