KONG Sangjeong POSITION,KONG Sangjeong LAP TIME,KONG Sangjeong ELAPSED TIME,Geneve BELANGER POSITION,Geneve BELANGER LAP TIME,Geneve BELANGER ELAPSED TIME,Deanna LOCKETT POSITION,Deanna LOCKETT LAP TIME,Deanna LOCKETT ELAPSED TIME,SEJPALOVA-HRUZOVA Michaela POSITION,SEJPALOVA-HRUZOVA Michaela LAP TIME,SEJPALOVA-HRUZOVA Michaela ELAPSED TIME
1,7.42,7.42,2,7.62,7.62,4,8.08,8.08,3,7.87,7.87
1,9.54,16.96,2,9.61,17.23,4,9.86,17.94,3,9.70,17.57
1,9.30,26.26,2,9.13,26.36,4,9.24,27.18,3,9.47,27.04
1,9.43,35.69,2,9.40,35.76,3,9.54,36.72,4,9.92,36.96
1,9.59,45.272,2,9.67,45.421,3,9.97,46.683,4,9.75,46.705
