Alexander SELEZNOV POSITION,Alexander SELEZNOV LAP TIME,Alexander SELEZNOV ELAPSED TIME,Aliaksandr ANTANENKA POSITION,Aliaksandr ANTANENKA LAP TIME,Aliaksandr ANTANENKA ELAPSED TIME,Maxime CHATAIGNIER POSITION,Maxime CHATAIGNIER LAP TIME,Maxime CHATAIGNIER ELAPSED TIME,Takahiro FUJIMOTO POSITION,Takahiro FUJIMOTO LAP TIME,Takahiro FUJIMOTO ELAPSED TIME
4,7.93,7.93,3,7.47,7.47,1,7.03,7.03,2,7.13,7.13
4,10.51,18.44,3,10.23,17.70,1,9.89,16.92,2,9.79,16.92
4,8.69,27.13,3,8.39,26.09,2,7.97,24.89,1,7.90,24.82
4,9.50,36.63,3,9.30,35.39,2,8.86,33.75,1,8.87,33.69
4,9.79,46.412,3,9.67,45.053,1,9.21,42.955,2,9.28,42.969
