FAJKUS Radek POSITION,FAJKUS Radek LAP TIME,FAJKUS Radek ELAPSED TIME,DJORDJEVIC Jovan POSITION,DJORDJEVIC Jovan LAP TIME,DJORDJEVIC Jovan ELAPSED TIME,Reinis BERZINS POSITION,Reinis BERZINS LAP TIME,Reinis BERZINS ELAPSED TIME,Kaloyan ANGELOV POSITION,Kaloyan ANGELOV LAP TIME,Kaloyan ANGELOV ELAPSED TIME
1,6.99,6.99,2,7.36,7.36,3,7.40,7.40,4,7.61,7.61
1,9.26,16.25,2,9.34,16.70,3,9.39,16.79,4,9.88,17.49
1,8.94,25.19,2,9.30,26.00,3,9.54,26.33,4,9.39,26.88
1,9.14,34.33,2,9.33,35.33,3,9.05,35.38,4,9.49,36.37
1,9.39,43.722,3,9.64,44.975,2,9.29,44.674,4,9.93,46.301
