Shaolin Sandor LIU POSITION,Shaolin Sandor LIU LAP TIME,Shaolin Sandor LIU ELAPSED TIME,PETRE Ward POSITION,PETRE Ward LAP TIME,PETRE Ward ELAPSED TIME,Adam TIMAR POSITION,Adam TIMAR LAP TIME,Adam TIMAR ELAPSED TIME,Aydin DJEMAL POSITION,Aydin DJEMAL LAP TIME,Aydin DJEMAL ELAPSED TIME,BLUNDEN Keanu POSITION,BLUNDEN Keanu LAP TIME,BLUNDEN Keanu ELAPSED TIME
1,6.96,6.96,2,7.15,7.15,4,7.48,7.48,3,7.37,7.37,5,7.67,7.67
1,8.78,15.74,2,9.23,16.38,5,9.49,16.97,3,9.13,16.50,4,9.16,16.83
1,8.38,24.12,2,8.87,25.25,5,8.98,25.95,3,8.82,25.32,4,8.73,25.56
1,8.46,32.58,3,9.12,34.37,5,9.27,35.22,2,9.02,34.34,4,8.97,34.53
1,8.64,41.22,4,9.38,43.75,5,9.60,44.82,0,,PHOTO,0,,PHOTO
