Alex BOISVERT-LACROIX POSITION,Alex BOISVERT-LACROIX LAP TIME,Alex BOISVERT-LACROIX ELAPSED TIME,Jakub JAWORSKI POSITION,Jakub JAWORSKI LAP TIME,Jakub JAWORSKI ELAPSED TIME,BREEUWSMA Daan POSITION,BREEUWSMA Daan LAP TIME,BREEUWSMA Daan ELAPSED TIME,Vitaly MIKHEENKOV POSITION,Vitaly MIKHEENKOV LAP TIME,Vitaly MIKHEENKOV ELAPSED TIME
1,6.500,6.500,4,7.160,7.160,2,7.100,7.100,3,7.160,7.160
1,9.030,15.530,2,8.970,16.140,4,9.880,16.990,3,9.000,16.160
1,8.890,24.420,3,8.840,24.980,4,9.290,26.280,2,8.700,24.860
1,9.010,33.440,3,8.980,33.970,4,9.560,35.840,2,9.070,33.940
1,9.330,42.780,3,9.480,43.450,4,10.050,45.900,2,9.190,43.130
