Aleksandr KOVAL POSITION,Aleksandr KOVAL LAP TIME,Aleksandr KOVAL ELAPSED TIME,Yoann MARTINEZ POSITION,Yoann MARTINEZ LAP TIME,Yoann MARTINEZ ELAPSED TIME,ZHAXYBAYEV Mersaid POSITION,ZHAXYBAYEV Mersaid LAP TIME,ZHAXYBAYEV Mersaid ELAPSED TIME,Leonardo PALLA POSITION,Leonardo PALLA LAP TIME,Leonardo PALLA ELAPSED TIME
1,7.09,7.09,2,7.20,7.20,3,7.20,7.20,4,7.56,7.56
1,9.21,16.30,2,9.21,16.41,3,9.58,16.78,4,9.31,16.87
1,8.87,25.17,2,8.89,25.30,3,8.91,25.69,4,8.98,25.85
1,9.02,34.19,2,8.94,34.24,3,8.87,34.56,4,9.13,34.98
1,9.90,44.082,4,10.71,44.949,2,9.81,44.369,3,9.41,44.388
