Artur SULTANGALIYEV POSITION,Artur SULTANGALIYEV LAP TIME,Artur SULTANGALIYEV ELAPSED TIME,Jan-Ebele van der REE POSITION,Jan-Ebele van der REE LAP TIME,Jan-Ebele van der REE ELAPSED TIME,Thibaut FAUCONNET POSITION,Thibaut FAUCONNET LAP TIME,Thibaut FAUCONNET ELAPSED TIME,LUI Pan To Barton POSITION,LUI Pan To Barton LAP TIME,LUI Pan To Barton ELAPSED TIME
3,14.29,14.29,1,14.07,14.07,4,14.48,14.48,2,14.16,14.16
3,11.65,25.94,1,11.67,25.74,4,11.56,26.04,2,11.67,25.83
3,11.69,37.63,1,11.67,37.41,4,11.77,37.81,2,11.59,37.42
3,10.24,47.87,1,10.16,47.57,4,10.21,48.02,2,10.25,47.67
3,9.93,57.80,1,9.96,57.53,4,9.96,57.98,2,9.95,57.62
3,9.72,1:07.52,1,9.75,1:07.28,4,9.59,1:07.57,2,9.75,1:07.37
3,9.20,1:16.72,1,9.26,1:16.54,4,9.20,1:16.77,2,9.26,1:16.63
4,9.33,1:26.05,2,9.31,1:25.85,1,9.05,1:25.82,3,9.40,1:26.03
3,9.45,1:35.492,2,9.41,1:35.254,1,9.35,1:35.165,4,9.55,1:35.578
