SCHUBERT Christoph POSITION,SCHUBERT Christoph LAP TIME,SCHUBERT Christoph ELAPSED TIME,Milos APELTAUER POSITION,Milos APELTAUER LAP TIME,Milos APELTAUER ELAPSED TIME,LEPAPE Sebastien POSITION,LEPAPE Sebastien LAP TIME,LEPAPE Sebastien ELAPSED TIME,SHI Jingnan POSITION,SHI Jingnan LAP TIME,SHI Jingnan ELAPSED TIME
2,13.22,13.22,4,13.53,13.53,3,13.34,13.34,1,13.02,13.02
3,10.20,23.42,4,10.09,23.62,2,10.06,23.40,1,10.27,23.29
3,9.99,33.41,4,9.89,33.51,2,9.83,33.23,1,9.85,33.14
3,9.60,43.01,4,9.62,43.13,2,9.68,42.91,1,9.66,42.80
3,9.55,52.56,4,9.59,52.72,2,9.52,52.43,1,9.55,52.35
3,9.75,1:02.31,4,9.70,1:02.42,2,9.78,1:02.21,1,9.76,1:02.11
3,9.28,1:11.59,4,9.25,1:11.67,1,9.05,1:11.26,2,9.24,1:11.35
4,9.56,1:21.15,3,9.44,1:21.11,1,9.16,1:20.42,2,9.19,1:20.54
4,10.17,1:31.314,3,9.51,1:30.616,1,9.23,1:29.649,2,9.41,1:29.948
