KIM Ye Jin POSITION,KIM Ye Jin LAP TIME,KIM Ye Jin ELAPSED TIME,Erika LINDGREN POSITION,Erika LINDGREN LAP TIME,Erika LINDGREN ELAPSED TIME,Cecilia MAFFEI POSITION,Cecilia MAFFEI LAP TIME,Cecilia MAFFEI ELAPSED TIME,MAZUR Nicole POSITION,MAZUR Nicole LAP TIME,MAZUR Nicole ELAPSED TIME,KIKUCHI Moemi POSITION,KIKUCHI Moemi LAP TIME,KIKUCHI Moemi ELAPSED TIME
1,13.39,13.39,3,13.62,13.62,4,13.73,,2,13.50,13.50,5,13.91,13.91
1,10.40,23.79,4,10.37,23.99,2,10.13,,3,10.39,23.89,5,10.14,24.05
2,9.66,33.45,4,9.66,33.65,1,9.49,,3,9.66,33.55,5,9.70,33.75
2,9.81,43.26,4,9.90,43.55,1,9.90,,3,9.85,43.40,5,9.84,43.59
1,9.67,52.93,4,9.59,53.14,2,9.79,,5,9.88,53.28,2,9.45,53.04
1,9.69,1:02.62,2,9.52,1:02.66,4,9.80,,3,9.54,1:02.82,5,10.03,1:03.07
1,9.73,1:12.35,2,9.78,1:12.44,4,10.11,,3,9.81,1:12.63,5,10.05,1:13.12
1,9.69,1:22.04,2,9.69,1:22.13,4,9.98,,3,9.76,1:22.39,5,10.29,1:23.41
1,10.05,1:32.09,2,10.01,1:32.14,4,10.51,,3,9.79,1:32.18,5,11.04,1:34.45
