Maxime CHATAIGNIER POSITION,Maxime CHATAIGNIER LAP TIME,Maxime CHATAIGNIER ELAPSED TIME,Hannes KROEGER POSITION,Hannes KROEGER LAP TIME,Hannes KROEGER ELAPSED TIME,Jack WHELBOURNE POSITION,Jack WHELBOURNE LAP TIME,Jack WHELBOURNE ELAPSED TIME,KIM Yun-Jae POSITION,KIM Yun-Jae LAP TIME,KIM Yun-Jae ELAPSED TIME,Vladimir KUZOVNIKOV POSITION,Vladimir KUZOVNIKOV LAP TIME,Vladimir KUZOVNIKOV ELAPSED TIME
1,6.768,6.768,2,6.832,6.832,3,7.178,7.178,5,7.462,7.462,4,7.457,7.457
1,9.292,16.060,3,9.931,16.763,2,9.480,16.658,4,9.344,16.806,5,9.797,17.253
1,9.008,25.067,2,8.780,25.542,4,9.012,25.670,3,8.806,25.612,5,8.884,26.138
1,9.162,34.229,3,9.448,34.991,4,9.439,35.109,2,9.075,34.687,5,9.147,35.284
1,9.532,43.761,4,9.919,44.909,3,9.713,44.822,2,9.221,43.908,5,9.836,45.120
