Tom IVESON POSITION,Tom IVESON LAP TIME,Tom IVESON ELAPSED TIME,Mathieu TURCOTTE POSITION,Mathieu TURCOTTE LAP TIME,Mathieu TURCOTTE ELAPSED TIME,Assen PANDOV POSITION,Assen PANDOV LAP TIME,Assen PANDOV ELAPSED TIME,Shani DAVIS POSITION,Shani DAVIS LAP TIME,Shani DAVIS ELAPSED TIME
3,7.038,7.038,4,7.392,7.392,1,6.712,6.712,2,6.852,6.852
4,9.357,16.394,3,8.858,16.250,2,9.324,16.035,1,9.060,15.912
4,8.959,25.353,3,8.636,24.886,2,8.697,24.732,1,8.678,24.590
4,8.985,34.337,2,8.723,33.609,3,9.196,33.927,1,8.983,33.572
3,9.39,43.727,1,9.26,42.861,4,10.59,44.516,2,9.56,43.132
