John-Henry KRUEGER POSITION,John-Henry KRUEGER LAP TIME,John-Henry KRUEGER ELAPSED TIME,Csaba BURJAN POSITION,Csaba BURJAN LAP TIME,Csaba BURJAN ELAPSED TIME,Joshua CHEETHAM POSITION,Joshua CHEETHAM LAP TIME,Joshua CHEETHAM ELAPSED TIME,DOTTI Tommaso POSITION,DOTTI Tommaso LAP TIME,DOTTI Tommaso ELAPSED TIME,de LAAT Itzhak POSITION,de LAAT Itzhak LAP TIME,de LAAT Itzhak ELAPSED TIME
1,12.88,12.88,2,12.96,12.96,4,13.11,13.11,5,13.26,13.26,3,13.03,13.03
1,9.94,22.82,2,9.98,22.94,4,10.02,23.13,5,10.03,23.29,3,9.99,23.02
1,9.32,32.14,2,9.34,32.28,4,9.40,32.53,5,9.36,32.65,3,9.36,32.38
1,9.07,41.21,3,9.13,41.41,4,9.00,41.53,5,9.03,41.68,2,8.89,41.27
1,8.82,50.03,3,8.92,50.33,4,8.97,50.50,5,8.87,50.55,2,8.83,50.10
1,8.94,58.97,2,8.78,59.11,5,9.10,59.60,4,9.00,59.55,3,9.15,59.25
1,9.06,1:08.03,2,9.34,1:08.45,4,9.37,1:08.97,4,9.42,1:08.97,3,9.49,1:08.74
1,9.23,1:17.26,2,9.47,1:17.92,4,9.42,1:18.39,5,10.19,1:19.16,3,9.44,1:18.18
1,9.95,1:27.21,2,9.73,1:27.65,4,9.47,1:27.86,5,10.93,1:30.09,3,9.61,1:27.79
