WU Dajing POSITION,WU Dajing LAP TIME,WU Dajing ELAPSED TIME,Charle COURNOYER POSITION,Charle COURNOYER LAP TIME,Charle COURNOYER ELAPSED TIME,Victor AN POSITION,Victor AN LAP TIME,Victor AN ELAPSED TIME,Davide VISCARDI POSITION,Davide VISCARDI LAP TIME,Davide VISCARDI ELAPSED TIME,Davut TAHTACI POSITION,Davut TAHTACI LAP TIME,Davut TAHTACI ELAPSED TIME
1,6.73,6.73,2,6.86,6.86,3,7.02,7.02,4,7.20,7.20,5,7.47,7.47
1,8.69,15.42,2,8.70,15.56,3,8.61,15.63,4,8.97,16.17,5,9.14,16.61
1,8.23,23.65,5,26.89,42.45,2,8.25,23.88,3,8.81,24.98,4,8.94,25.55
1,8.33,31.98,5,14.64,57.09,2,8.31,32.19,3,8.83,33.81,4,9.03,34.58
1,8.49,40.47,5,12.25,1:09.343,2,8.51,40.70,3,9.07,42.88,4,9.21,43.793
