WANG Meng POSITION,WANG Meng LAP TIME,WANG Meng ELAPSED TIME,Marta CAPURSO POSITION,Marta CAPURSO LAP TIME,Marta CAPURSO ELAPSED TIME,BYUN Chun-Sa POSITION,BYUN Chun-Sa LAP TIME,BYUN Chun-Sa ELAPSED TIME,Tatiana BORODULINA POSITION,Tatiana BORODULINA LAP TIME,Tatiana BORODULINA ELAPSED TIME
3,18.814,18.814,4,18.994,18.994,2,18.609,18.609,1,18.536,18.536
1,13.277,32.091,4,13.302,32.295,2,13.570,32.179,3,13.712,32.248
1,10.721,42.811,4,10.773,43.068,2,10.748,42.926,3,10.713,42.960
1,10.787,53.598,4,10.885,53.953,2,10.753,53.679,3,10.800,53.759
1,10.389,1:03.987,4,10.364,1:04.316,2,10.377,1:04.056,3,10.439,1:04.198
2,9.959,1:13.946,4,9.885,1:14.201,1,9.832,1:13.888,3,9.878,1:14.076
1,9.666,1:23.611,4,9.659,1:23.860,2,9.793,1:23.681,3,9.678,1:23.754
2,9.582,1:33.193,4,9.530,1:33.390,1,9.421,1:33.101,3,9.479,1:33.232
2,9.15,1:42.336,4,9.37,1:42.754,1,9.23,1:42.324,3,9.26,1:42.486
