Charle COURNOYER POSITION,Charle COURNOYER LAP TIME,Charle COURNOYER ELAPSED TIME,KWAK Yoon-Gy POSITION,KWAK Yoon-Gy LAP TIME,KWAK Yoon-Gy ELAPSED TIME,Francois HAMELIN POSITION,Francois HAMELIN LAP TIME,Francois HAMELIN ELAPSED TIME,BREEUWSMA Daan POSITION,BREEUWSMA Daan LAP TIME,BREEUWSMA Daan ELAPSED TIME
1,6.72,6.72,3,6.92,,2,6.84,,4,7.13,7.13
1,8.78,15.50,3,8.78,,2,8.80,,4,8.74,15.87
1,8.21,23.71,3,8.17,,2,8.20,,4,8.24,24.11
1,8.47,32.18,2,8.35,,3,8.53,,4,8.45,32.56
1,8.82,41.004,4,9.06,,2,8.75,,2,8.61,41.172
