Christin PRIEBST POSITION,Christin PRIEBST LAP TIME,Christin PRIEBST ELAPSED TIME,Marina TRETIAKOVA POSITION,Marina TRETIAKOVA LAP TIME,Marina TRETIAKOVA ELAPSED TIME,Veronika WINDISCH POSITION,Veronika WINDISCH LAP TIME,Veronika WINDISCH ELAPSED TIME,Renata KARABOVA POSITION,Renata KARABOVA LAP TIME,Renata KARABOVA ELAPSED TIME
4,16.270,16.270,1,15.772,15.772,2,15.900,15.900,3,16.165,16.165
2,11.275,27.545,1,11.748,27.519,4,11.822,27.722,3,11.533,27.698
1,10.501,38.045,2,10.704,38.223,3,10.512,38.234,4,10.689,38.386
2,10.335,48.380,3,10.176,48.399,1,10.060,48.293,4,10.350,48.735
3,10.092,58.471,2,9.971,58.369,1,10.059,58.351,4,10.177,58.912
2,9.831,1:08.302,3,9.970,1:08.338,1,9.837,1:08.188,4,10.434,1:09.346
3,10.169,1:18.470,2,9.944,1:18.282,1,10.044,1:18.231,4,10.898,1:20.243
3,10.241,1:28.711,1,10.273,1:28.555,2,10.364,1:28.595,4,11.216,1:31.458
3,10.59,1:39.298,2,10.62,1:39.170,1,10.50,1:39.089,4,11.57,1:43.021
