Tamara FREDERICK POSITION,Tamara FREDERICK LAP TIME,Tamara FREDERICK ELAPSED TIME,Marie YOSHIDA POSITION,Marie YOSHIDA LAP TIME,Marie YOSHIDA ELAPSED TIME,WALTER Bianca POSITION,WALTER Bianca LAP TIME,WALTER Bianca ELAPSED TIME,Bernadett HEIDUM POSITION,Bernadett HEIDUM LAP TIME,Bernadett HEIDUM ELAPSED TIME
2,7.88,7.88,1,7.56,7.56,4,7.99,7.99,3,7.95,7.95
2,9.65,17.53,1,9.87,17.43,4,10.19,18.18,3,9.83,17.78
2,9.40,26.93,1,9.39,26.82,4,10.16,28.34,3,9.21,26.99
2,9.46,36.39,1,9.46,36.28,4,11.06,39.40,3,9.50,36.49
2,9.54,45.928,1,9.62,45.896,4,12.24,51.640,3,9.59,46.074
