de VRIES Rianne POSITION,de VRIES Rianne LAP TIME,de VRIES Rianne ELAPSED TIME,HIRAI Ami POSITION,HIRAI Ami LAP TIME,HIRAI Ami ELAPSED TIME,ZAKHAROVA Evgeniya POSITION,ZAKHAROVA Evgeniya LAP TIME,ZAKHAROVA Evgeniya ELAPSED TIME,Marta KNOCH POSITION,Marta KNOCH LAP TIME,Marta KNOCH ELAPSED TIME
1,14.54,14.54,2,14.72,14.72,3,14.82,14.82,4,14.94,14.94
2,11.67,26.21,1,11.39,26.11,3,11.50,26.32,4,11.48,26.42
1,10.68,36.89,2,10.79,36.90,3,10.68,37.00,4,10.71,37.13
1,9.88,46.77,2,10.02,46.92,3,9.96,46.96,4,10.00,47.13
1,9.65,56.42,2,9.62,56.54,3,9.66,56.62,4,9.60,56.73
1,9.51,1:05.93,2,9.51,1:06.05,3,9.47,1:06.09,4,9.47,1:06.20
1,9.47,1:15.40,3,9.45,1:15.50,2,9.38,1:15.47,4,9.51,1:15.71
1,9.50,1:24.90,2,9.56,1:25.06,3,9.77,1:25.24,4,9.82,1:25.53
1,9.79,1:34.69,2,9.68,1:34.74,3,9.69,1:34.93,4,10.15,1:35.68
