Peter DARAZS POSITION,Peter DARAZS LAP TIME,Peter DARAZS ELAPSED TIME,AHN Hyun-Soo POSITION,AHN Hyun-Soo LAP TIME,AHN Hyun-Soo ELAPSED TIME,Rusty SMITH POSITION,Rusty SMITH LAP TIME,Rusty SMITH ELAPSED TIME
2,13.042,13.042,3,13.131,13.131,1,13.023,13.023
2,9.487,22.528,3,9.470,22.601,1,9.436,22.458
2,9.387,31.915,3,9.460,32.061,1,9.351,31.809
2,9.372,41.286,3,9.476,41.536,1,9.402,41.210
2,9.323,50.609,3,9.196,50.731,1,9.248,50.458
2,9.278,59.886,3,9.172,59.902,1,9.344,59.801
2,9.250,1:09.135,3,9.321,1:09.223,1,9.192,1:08.992
3,9.427,1:18.562,2,9.054,1:18.276,1,9.175,1:18.167
3,9.37,1:27.930,1,9.10,1:27.372,2,9.34,1:27.508
