Ildiko SZEKELY POSITION,Ildiko SZEKELY LAP TIME,Ildiko SZEKELY ELAPSED TIME,Karin SCHMID POSITION,Karin SCHMID LAP TIME,Karin SCHMID ELAPSED TIME,Tina GRASSOW POSITION,Tina GRASSOW LAP TIME,Tina GRASSOW ELAPSED TIME,QI Mengyao POSITION,QI Mengyao LAP TIME,QI Mengyao ELAPSED TIME
2,14.208,14.208,1,14.128,14.128,4,14.885,14.885,3,14.501,14.501
1,11.925,26.133,3,12.135,26.263,4,11.581,26.466,2,11.716,26.216
2,11.502,37.634,3,11.510,37.772,4,11.487,37.953,1,11.408,37.624
2,11.943,49.577,1,11.727,49.499,4,12.023,49.975,3,12.187,49.811
1,11.552,1:01.129,3,11.723,1:01.222,4,11.419,1:01.394,2,11.379,1:01.190
3,10.970,1:12.098,4,11.084,1:12.305,2,10.646,1:12.039,1,9.902,1:11.091
4,10.834,1:22.932,3,10.254,1:22.559,2,9.631,1:21.669,1,10.197,1:21.288
2,8.923,1:31.855,4,11.219,1:33.777,3,10.203,1:31.872,1,10.421,1:31.708
3,13.54,1:45.394,4,11.65,1:45.425,2,10.82,1:42.689,1,10.72,1:42.422
