Emily SCOTT POSITION,Emily SCOTT LAP TIME,Emily SCOTT ELAPSED TIME,SHIM Suk Hee POSITION,SHIM Suk Hee LAP TIME,SHIM Suk Hee ELAPSED TIME,Alex STANLEY POSITION,Alex STANLEY LAP TIME,Alex STANLEY ELAPSED TIME,VIVIANI Elena POSITION,VIVIANI Elena LAP TIME,VIVIANI Elena ELAPSED TIME
3,13.75,13.75,2,13.65,13.65,4,13.87,13.87,1,13.56,13.56
3,10.88,24.63,1,10.79,24.44,4,10.89,24.76,2,10.98,24.54
3,10.51,35.14,1,10.50,34.94,4,10.51,35.27,2,10.49,35.03
3,10.30,45.44,1,10.30,45.24,4,10.30,45.57,2,10.32,45.35
3,9.98,55.42,1,10.05,55.29,4,10.07,55.64,2,10.03,55.38
3,9.75,1:05.17,1,9.76,1:05.05,4,9.83,1:05.47,2,9.78,1:05.16
2,10.23,1:15.40,1,9.65,1:14.70,4,10.46,1:15.93,3,10.36,1:15.52
2,9.73,1:25.13,1,9.88,1:24.58,4,10.84,1:26.77,3,9.94,1:25.46
0,,PEN,1,9.91,1:34.487,3,11.26,1:38.030,2,10.34,1:35.798
