Nurbergen ZHUMAGAZIYEV POSITION,Nurbergen ZHUMAGAZIYEV LAP TIME,Nurbergen ZHUMAGAZIYEV ELAPSED TIME,CASSINELLI Andrea POSITION,CASSINELLI Andrea LAP TIME,CASSINELLI Andrea ELAPSED TIME,AYRAPETYAN Denis POSITION,AYRAPETYAN Denis LAP TIME,AYRAPETYAN Denis ELAPSED TIME,Necmettin Berk YETISKEN POSITION,Necmettin Berk YETISKEN LAP TIME,Necmettin Berk YETISKEN ELAPSED TIME
1,6.97,6.97,3,7.39,7.39,2,7.18,7.18,4,7.48,7.48
1,9.13,16.10,3,9.05,16.44,2,9.10,16.28,4,9.14,16.62
1,8.65,24.75,2,8.53,24.97,3,8.72,25.00,4,8.63,25.25
1,8.75,33.50,3,9.00,33.97,2,8.88,33.88,4,8.90,34.15
1,9.14,42.631,4,23.89,57.855,2,9.18,43.052,3,9.43,43.577
