KIM Alang POSITION,KIM Alang LAP TIME,KIM Alang ELAPSED TIME,Tatiana BORODULINA POSITION,Tatiana BORODULINA LAP TIME,Tatiana BORODULINA ELAPSED TIME,PIERRON Veronique POSITION,PIERRON Veronique LAP TIME,PIERRON Veronique ELAPSED TIME,Olena KORINCHUK POSITION,Olena KORINCHUK LAP TIME,Olena KORINCHUK ELAPSED TIME
2,13.65,13.65,1,13.50,13.50,3,13.75,13.75,4,13.81,13.81
2,10.55,24.20,1,10.52,24.02,3,10.53,24.28,4,10.57,24.38
2,10.32,34.52,1,10.37,34.39,3,10.32,34.60,4,10.31,34.69
2,10.23,44.75,1,10.25,44.64,3,10.23,44.83,4,10.24,44.93
1,9.93,54.68,2,10.13,54.77,3,10.05,54.88,4,10.23,55.16
1,9.96,1:04.64,2,9.96,1:04.73,3,9.98,1:04.86,4,10.02,1:05.18
1,9.77,1:14.41,2,9.80,1:14.53,3,9.77,1:14.63,4,10.29,1:15.47
1,9.75,1:24.16,2,9.71,1:24.24,3,9.73,1:24.36,4,10.95,1:26.42
1,9.78,1:33.933,2,9.81,1:34.049,3,9.70,1:34.060,4,11.31,1:37.725
