START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,START_POS_4 POSITION,START_POS_4 LAP TIME,START_POS_4 ELAPSED TIME,START_POS_5 POSITION,START_POS_5 LAP TIME,START_POS_5 ELAPSED TIME,START_POS_6 POSITION,START_POS_6 LAP TIME,START_POS_6 ELAPSED TIME,START_POS_7 POSITION,START_POS_7 LAP TIME,START_POS_7 ELAPSED TIME,season,competition,event,gender,round,race
2,10.12,,6,10.37,10.37,1,10.02,10.02,7,10.38,10.38,4,10.27,10.27,3,10.21,10.21,5,10.32,10.32,2017-2018,Audi ISU World Cup 2017/18 - Seoul (KOR),1500m,m,Semifinals,1
7,13.68,,6,13.40,23.77,4,13.56,23.58,1,12.80,23.18,2,13.07,23.34,5,13.48,23.69,3,13.14,23.46,2017-2018,Audi ISU World Cup 2017/18 - Seoul (KOR),1500m,m,Semifinals,1
6,11.41,,1,10.99,34.76,5,11.57,35.15,2,11.68,34.86,3,11.60,34.94,7,11.59,35.28,4,11.56,35.02,2017-2018,Audi ISU World Cup 2017/18 - Seoul (KOR),1500m,m,Semifinals,1
6,11.53,,1,11.51,46.27,5,11.49,46.64,2,11.53,46.39,3,11.54,46.48,7,11.48,46.76,4,11.52,46.54,2017-2018,Audi ISU World Cup 2017/18 - Seoul (KOR),1500m,m,Semifinals,1
6,10.36,,3,10.60,56.87,3,10.23,56.87,5,10.53,56.92,7,10.73,57.21,1,10.00,56.76,2,10.26,56.80,2017-2018,Audi ISU World Cup 2017/18 - Seoul (KOR),1500m,m,Semifinals,1
4,9.50,,7,10.00,1:06.87,2,9.49,1:06.36,1,9.33,1:06.25,6,9.63,1:06.84,3,9.71,1:06.47,5,9.82,1:06.62,2017-2018,Audi ISU World Cup 2017/18 - Seoul (KOR),1500m,m,Semifinals,1
4,9.72,,7,9.77,1:16.64,2,9.76,1:16.12,1,9.78,1:16.03,6,9.65,1:16.49,3,9.75,1:16.22,5,9.79,1:16.41,2017-2018,Audi ISU World Cup 2017/18 - Seoul (KOR),1500m,m,Semifinals,1
5,9.82,,4,9.45,1:26.09,2,9.78,1:25.90,1,9.79,1:25.82,6,9.75,1:26.24,3,9.81,1:26.03,6,9.83,1:26.24,2017-2018,Audi ISU World Cup 2017/18 - Seoul (KOR),1500m,m,Semifinals,1
4,9.08,,5,9.14,1:35.23,1,9.02,1:34.92,2,9.19,1:35.01,6,9.10,1:35.34,3,9.09,1:35.12,7,9.20,1:35.44,2017-2018,Audi ISU World Cup 2017/18 - Seoul (KOR),1500m,m,Semifinals,1
1,8.87,,6,9.19,1:44.42,2,9.31,1:44.23,3,9.31,1:44.32,5,9.05,1:44.39,4,9.25,1:44.37,7,9.07,1:44.51,2017-2018,Audi ISU World Cup 2017/18 - Seoul (KOR),1500m,m,Semifinals,1
1,9.11,,5,9.17,1:53.59,2,9.01,1:53.24,4,9.18,1:53.50,7,9.28,1:53.67,3,9.02,1:53.39,5,9.08,1:53.59,2017-2018,Audi ISU World Cup 2017/18 - Seoul (KOR),1500m,m,Semifinals,1
2,8.97,,7,9.26,2:02.85,1,8.72,2:01.96,4,8.92,2:02.42,6,9.09,2:02.76,3,8.90,2:02.29,5,8.98,2:02.57,2017-2018,Audi ISU World Cup 2017/18 - Seoul (KOR),1500m,m,Semifinals,1
2,8.77,,7,9.11,2:11.96,1,8.81,2:10.77,4,8.78,2:11.20,6,9.07,2:11.83,3,8.73,2:11.02,5,8.78,2:11.35,2017-2018,Audi ISU World Cup 2017/18 - Seoul (KOR),1500m,m,Semifinals,1
2,8.87,,6,10.11,2:22.049,1,8.95,2:19.707,3,8.85,2:20.037,5,9.39,2:21.200,2,8.88,2:19.883,4,8.98,2:20.311,2017-2018,Audi ISU World Cup 2017/18 - Seoul (KOR),1500m,m,Semifinals,1
