LIN Yu-Tzu POSITION,LIN Yu-Tzu LAP TIME,LIN Yu-Tzu ELAPSED TIME,Yulia SHISHKINA POSITION,Yulia SHISHKINA LAP TIME,Yulia SHISHKINA ELAPSED TIME,CHOI Min Jeong POSITION,CHOI Min Jeong LAP TIME,CHOI Min Jeong ELAPSED TIME,ASCIC Valentina POSITION,ASCIC Valentina LAP TIME,ASCIC Valentina ELAPSED TIME,HUOT MARCHAND Tifany POSITION,HUOT MARCHAND Tifany LAP TIME,HUOT MARCHAND Tifany ELAPSED TIME
4,17.04,17.04,1,16.52,16.52,2,16.72,16.72,5,17.21,17.21,3,16.85,16.85
4,12.55,29.59,1,12.60,29.12,2,12.58,29.30,5,12.60,29.81,3,12.59,29.44
4,12.55,42.14,1,12.48,41.60,2,12.51,41.81,5,12.45,42.26,3,12.53,41.97
4,11.94,54.08,1,11.89,53.49,2,11.97,53.78,5,11.91,54.17,3,11.93,53.90
5,10.68,1:04.76,1,10.67,1:04.16,2,10.57,1:04.35,4,10.42,1:04.59,3,10.57,1:04.47
5,9.95,1:14.71,1,9.76,1:13.92,2,9.74,1:14.09,4,9.95,1:14.54,3,9.70,1:14.17
5,9.81,1:24.52,1,9.59,1:23.51,2,9.44,1:23.53,4,9.84,1:24.38,3,9.48,1:23.65
4,10.09,1:34.61,2,9.94,1:33.45,1,9.05,1:32.58,3,10.07,1:34.45,5,40.46,2:04.11
4,10.16,1:44.745,2,10.19,1:43.64,1,9.22,1:41.80,3,10.19,1:44.626,5,17.84,2:21.925
