LIM Hyo Jun POSITION,LIM Hyo Jun LAP TIME,LIM Hyo Jun ELAPSED TIME,DESMET Stijn POSITION,DESMET Stijn LAP TIME,DESMET Stijn ELAPSED TIME,SIGHEL Pietro POSITION,SIGHEL Pietro LAP TIME,SIGHEL Pietro ELAPSED TIME,JUNG Hyun Woo (Andy) POSITION,JUNG Hyun Woo (Andy) LAP TIME,JUNG Hyun Woo (Andy) ELAPSED TIME,Jonathan SO POSITION,Jonathan SO LAP TIME,Jonathan SO ELAPSED TIME
1,6.73,6.73,2,6.86,6.86,4,7.06,7.06,3,7.04,7.04,5,7.20,7.20
1,8.71,15.44,2,8.70,15.56,5,9.01,16.07,3,8.77,15.81,4,8.80,16.00
1,8.21,23.65,2,8.17,23.73,5,8.45,24.52,3,8.17,23.98,4,8.42,24.42
1,8.23,31.88,2,8.26,31.99,4,8.31,32.83,3,8.27,32.25,5,8.50,32.92
1,8.45,40.33,2,8.39,40.38,4,8.76,41.59,3,8.63,40.88,5,8.97,41.89
