Nina EVTEEVA POSITION,Nina EVTEEVA LAP TIME,Nina EVTEEVA ELAPSED TIME,Mara ZINI POSITION,Mara ZINI LAP TIME,Mara ZINI ELAPSED TIME,Marina TRETIAKOVA POSITION,Marina TRETIAKOVA LAP TIME,Marina TRETIAKOVA ELAPSED TIME,Evgenia RADANOVA POSITION,Evgenia RADANOVA LAP TIME,Evgenia RADANOVA ELAPSED TIME
1,7.442,7.442,4,7.841,7.841,3,7.609,7.609,2,7.590,7.590
3,10.158,17.600,4,9.971,17.811,2,9.972,17.580,1,9.638,17.227
3,9.346,26.946,4,9.334,27.145,2,9.280,26.860,1,9.486,26.713
2,9.357,36.303,4,9.468,36.613,3,9.546,36.405,1,9.419,36.131
2,9.62,45.922,4,9.95,46.563,3,9.73,46.128,1,9.71,45.836
