KANG Yun-Mi POSITION,KANG Yun-Mi LAP TIME,KANG Yun-Mi ELAPSED TIME,Olga LOPATKINA POSITION,Olga LOPATKINA LAP TIME,Olga LOPATKINA ELAPSED TIME,Mariko UZAWA POSITION,Mariko UZAWA LAP TIME,Mariko UZAWA ELAPSED TIME,Cimone van der WALT POSITION,Cimone van der WALT LAP TIME,Cimone van der WALT ELAPSED TIME
1,15:10.527,15:10.527,3,15:11.047,15:11.047,2,15:10.920,15:10.920,4,15:11.230,15:11.230
1,9.980,15:20.506,3,10.494,15:21.540,2,10.375,15:21.294,4,10.809,15:22.038
1,9.882,15:30.388,3,10.592,15:32.131,2,10.117,15:31.410,4,10.399,15:32.437
1,9.874,15:40.262,3,10.538,15:42.669,2,10.308,15:41.718,4,10.532,15:42.968
1,,47.533,3,,50.507,2,,49.421,4,,50.772
