Marina GEORGIEVA-NIKOLOVA POSITION,Marina GEORGIEVA-NIKOLOVA LAP TIME,Marina GEORGIEVA-NIKOLOVA ELAPSED TIME,Olga MASKAIKINA POSITION,Olga MASKAIKINA LAP TIME,Olga MASKAIKINA ELAPSED TIME,Inna SIMONOVA POSITION,Inna SIMONOVA LAP TIME,Inna SIMONOVA ELAPSED TIME,PARK Seung-Hi POSITION,PARK Seung-Hi LAP TIME,PARK Seung-Hi ELAPSED TIME
1,7.17,7.17,3,7.92,7.92,4,8.12,8.12,2,7.48,7.48
1,9.54,16.72,3,9.99,17.92,4,9.96,18.08,2,9.80,17.29
1,9.42,26.14,3,9.51,27.43,4,9.50,27.58,2,9.30,26.60
1,9.53,35.68,3,9.75,37.18,4,9.68,37.27,2,9.27,35.87
2,10.12,45.792,3,10.09,47.263,4,10.38,47.646,1,9.88,45.745
