FAN Kexin POSITION,FAN Kexin LAP TIME,FAN Kexin ELAPSED TIME,CHOI Min Jeong POSITION,CHOI Min Jeong LAP TIME,CHOI Min Jeong ELAPSED TIME,de VRIES Rianne POSITION,de VRIES Rianne LAP TIME,de VRIES Rianne ELAPSED TIME,Petra JASZAPATI POSITION,Petra JASZAPATI LAP TIME,Petra JASZAPATI ELAPSED TIME,SANTOS Kristen POSITION,SANTOS Kristen LAP TIME,SANTOS Kristen ELAPSED TIME
1,7.18,7.18,3,7.54,7.54,2,7.31,7.31,4,7.63,7.63,5,7.78,7.78
1,9.40,16.58,3,9.32,16.86,2,9.39,16.70,4,9.38,17.01,5,9.32,17.10
1,8.82,25.40,3,8.72,25.58,2,8.81,25.51,5,9.01,26.02,4,8.75,25.85
1,8.92,34.32,3,8.92,34.50,2,8.91,34.42,5,8.97,34.99,4,8.92,34.77
1,9.11,43.43,2,8.98,43.48,3,9.12,43.54,5,9.07,44.069,4,9.07,43.841
