Fabio CARTA POSITION,Fabio CARTA LAP TIME,Fabio CARTA ELAPSED TIME,Nurbergen ZHUMAGAZIYEV POSITION,Nurbergen ZHUMAGAZIYEV LAP TIME,Nurbergen ZHUMAGAZIYEV ELAPSED TIME,Arno JASPERS POSITION,Arno JASPERS LAP TIME,Arno JASPERS ELAPSED TIME,Alexander GERTSIKOV POSITION,Alexander GERTSIKOV LAP TIME,Alexander GERTSIKOV ELAPSED TIME
2,14.510,14.510,4,14.670,14.670,1,14.490,14.490,3,14.620,14.620
2,10.920,25.430,4,10.910,25.590,3,10.980,25.480,1,10.720,25.340
2,9.880,35.310,4,9.950,35.550,3,9.910,35.400,1,9.930,35.280
2,9.620,44.940,3,9.520,45.080,4,9.840,45.240,1,9.530,44.820
3,9.650,54.590,4,9.650,54.730,2,9.300,54.550,1,9.560,54.380
2,9.540,1:04.140,4,9.510,1:04.250,3,9.620,1:04.180,1,9.400,1:03.780
1,9.290,1:13.430,3,9.740,1:13.990,4,9.880,1:14.060,2,9.670,1:13.460
2,9.490,1:22.930,3,9.950,1:23.950,4,9.900,1:23.970,1,9.440,1:22.900
2,9.780,1:32.720,3,10.290,1:34.240,4,10.340,1:34.310,1,9.680,1:32.580
