Lia STEPANOVA POSITION,Lia STEPANOVA LAP TIME,Lia STEPANOVA ELAPSED TIME,Tatiana BODOVA POSITION,Tatiana BODOVA LAP TIME,Tatiana BODOVA ELAPSED TIME,Alyson DUDEK POSITION,Alyson DUDEK LAP TIME,Alyson DUDEK ELAPSED TIME,VALCEPINA Martina POSITION,VALCEPINA Martina LAP TIME,VALCEPINA Martina ELAPSED TIME
1,13.06,13.06,4,13.40,13.40,2,13.19,13.19,3,13.31,13.31
1,10.42,23.48,4,10.44,23.84,2,10.39,23.58,3,10.43,23.74
1,10.29,33.77,4,10.25,34.09,2,10.30,33.88,3,10.28,34.02
1,10.27,44.04,4,10.29,44.38,2,10.27,44.15,3,10.26,44.28
1,10.03,54.07,4,10.06,54.44,2,10.06,54.21,3,10.05,54.33
1,9.47,1:03.54,4,9.50,1:03.94,2,9.49,1:03.70,3,9.50,1:03.83
1,9.45,1:12.99,4,9.57,1:13.51,2,9.37,1:13.07,3,9.35,1:13.18
1,9.53,1:22.52,4,9.62,1:23.13,2,9.53,1:22.60,3,9.55,1:22.73
1,9.68,1:32.194,4,9.84,1:32.966,2,9.63,1:32.221,3,9.67,1:32.394
