Cecilia MAFFEI POSITION,Cecilia MAFFEI LAP TIME,Cecilia MAFFEI ELAPSED TIME,Yui SAKAI POSITION,Yui SAKAI LAP TIME,Yui SAKAI ELAPSED TIME,FAN Kexin POSITION,FAN Kexin LAP TIME,FAN Kexin ELAPSED TIME,SHIM Suk Hee POSITION,SHIM Suk Hee LAP TIME,SHIM Suk Hee ELAPSED TIME
2,13.04,13.04,1,12.95,12.95,4,13.13,13.13,3,13.13,13.13
2,10.08,23.12,1,10.10,23.05,3,10.11,23.24,4,10.29,23.42
2,9.93,33.05,1,9.91,32.96,3,9.94,33.18,4,9.85,33.27
2,9.64,42.69,1,9.62,42.58,3,9.64,42.82,4,9.62,42.89
2,9.53,52.22,1,9.54,52.12,3,9.52,52.34,4,9.55,52.44
2,9.53,1:01.75,1,9.54,1:01.66,3,9.53,1:01.87,4,9.52,1:01.96
2,9.54,1:11.29,1,9.53,1:11.19,3,9.49,1:11.36,4,9.47,1:11.43
4,9.83,1:21.12,1,9.72,1:20.91,3,9.75,1:21.11,2,9.63,1:21.06
3,29.81,1:50.924,2,9.93,1:30.833,0,,PEN,1,9.56,1:30.613
