BYKANOV Vladislav POSITION,BYKANOV Vladislav LAP TIME,BYKANOV Vladislav ELAPSED TIME,Dawid RZEMIENIECKI POSITION,Dawid RZEMIENIECKI LAP TIME,Dawid RZEMIENIECKI ELAPSED TIME,Christoph MILZ POSITION,Christoph MILZ LAP TIME,Christoph MILZ ELAPSED TIME,YU Yongjun POSITION,YU Yongjun LAP TIME,YU Yongjun ELAPSED TIME
1,13.65,13.65,4,13.83,13.83,3,13.81,13.81,2,13.78,13.78
1,10.24,23.89,4,10.35,24.18,2,10.08,23.89,3,10.18,23.96
1,9.71,33.60,4,9.68,33.86,3,9.81,33.70,2,9.70,33.66
1,9.90,43.50,4,9.83,43.69,3,9.90,43.60,2,9.94,43.60
1,9.46,52.96,4,9.86,53.55,3,9.79,53.39,2,9.44,53.04
2,9.43,1:02.39,4,9.84,1:03.39,3,9.59,1:02.98,1,9.32,1:02.36
2,9.14,1:11.53,4,10.08,1:13.47,3,9.81,1:12.79,1,9.10,1:11.46
2,9.38,1:20.91,4,10.42,1:23.89,3,10.14,1:22.93,1,9.33,1:20.79
2,9.49,1:30.394,4,10.98,1:34.863,3,10.63,1:33.557,1,9.49,1:30.273
