Ryan BEDFORD POSITION,Ryan BEDFORD LAP TIME,Ryan BEDFORD ELAPSED TIME,Denis BELLOTTI POSITION,Denis BELLOTTI LAP TIME,Denis BELLOTTI ELAPSED TIME,Guido HEGENER POSITION,Guido HEGENER LAP TIME,Guido HEGENER ELAPSED TIME,HU Ze POSITION,HU Ze LAP TIME,HU Ze ELAPSED TIME
3,14.439,14.439,1,14.174,14.174,4,14.510,14.510,2,14.427,14.427
2,12.546,26.984,1,12.394,26.567,3,12.614,27.124,4,12.924,27.351
3,12.403,39.387,1,12.638,39.205,4,12.781,39.905,2,12.030,39.381
4,11.206,50.592,1,10.535,49.740,2,10.532,50.436,3,11.076,50.456
3,10.493,1:01.084,1,10.916,1:00.655,2,10.536,1:00.971,4,10.650,1:01.106
2,9.417,1:10.501,1,9.750,1:10.405,4,11.165,1:12.136,3,9.522,1:10.627
3,9.450,1:19.951,1,9.090,1:19.494,4,7.986,1:20.121,2,9.225,1:19.852
4,9.691,1:29.641,1,9.391,1:28.885,3,9.052,1:29.173,2,9.112,1:28.964
4,10.54,1:40.172,2,10.05,1:38.932,3,9.85,1:39.016,1,9.85,1:38.811
