EYBOG Daniil POSITION,EYBOG Daniil LAP TIME,EYBOG Daniil ELAPSED TIME,Adam CALLISTER POSITION,Adam CALLISTER LAP TIME,Adam CALLISTER ELAPSED TIME,CONFORTOLA Yuri POSITION,CONFORTOLA Yuri LAP TIME,CONFORTOLA Yuri ELAPSED TIME,Jens ALMEY POSITION,Jens ALMEY LAP TIME,Jens ALMEY ELAPSED TIME
1,7.17,7.17,2,7.29,7.29,3,7.43,7.43,4,7.67,7.67
1,9.12,16.29,4,17.78,25.07,2,9.09,16.52,3,9.16,16.83
1,8.76,25.05,4,16.16,41.23,2,8.58,25.10,3,8.62,25.45
1,8.76,33.81,4,11.16,52.39,2,8.76,33.86,3,8.67,34.12
1,8.95,42.757,4,11.91,1:04.299,2,8.96,42.819,3,8.82,42.938
