START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,START_POS_4 POSITION,START_POS_4 LAP TIME,START_POS_4 ELAPSED TIME,START_POS_5 POSITION,START_POS_5 LAP TIME,START_POS_5 ELAPSED TIME,START_POS_6 POSITION,START_POS_6 LAP TIME,START_POS_6 ELAPSED TIME,season,competition,event,gender,round,race
4,8.23,8.23,5,8.30,8.30,6,8.43,8.43,2,8.12,8.12,1,8.11,8.11,3,8.21,8.21,2011-2012,"ISU World Cup 2011/2012, RUS, Moscow",1500m(1),m,Heats,3
4,11.49,19.72,5,11.55,19.85,6,11.56,19.99,3,11.50,19.62,2,11.41,19.52,1,11.10,19.31,2011-2012,"ISU World Cup 2011/2012, RUS, Moscow",1500m(1),m,Heats,3
4,11.02,30.74,5,11.02,30.87,6,10.93,30.92,3,11.01,30.63,2,11.02,30.54,1,11.12,30.43,2011-2012,"ISU World Cup 2011/2012, RUS, Moscow",1500m(1),m,Heats,3
5,11.07,41.81,6,11.06,41.93,4,10.85,41.77,3,11.03,41.66,1,11.03,41.57,2,11.17,41.60,2011-2012,"ISU World Cup 2011/2012, RUS, Moscow",1500m(1),m,Heats,3
4,10.74,52.55,6,10.84,52.77,5,10.87,52.64,3,10.84,52.50,1,10.68,52.25,2,10.80,52.40,2011-2012,"ISU World Cup 2011/2012, RUS, Moscow",1500m(1),m,Heats,3
2,9.40,1:01.95,6,9.67,1:02.44,5,9.67,1:02.31,1,9.39,1:01.89,3,9.80,1:02.05,4,9.76,1:02.16,2011-2012,"ISU World Cup 2011/2012, RUS, Moscow",1500m(1),m,Heats,3
2,9.74,1:11.69,6,9.63,1:12.07,5,9.67,1:11.98,1,9.74,1:11.63,3,9.71,1:11.76,4,9.73,1:11.89,2011-2012,"ISU World Cup 2011/2012, RUS, Moscow",1500m(1),m,Heats,3
3,10.14,1:21.83,6,10.07,1:22.14,5,10.09,1:22.07,2,10.06,1:21.69,1,9.84,1:21.60,4,10.01,1:21.90,2011-2012,"ISU World Cup 2011/2012, RUS, Moscow",1500m(1),m,Heats,3
3,9.62,1:31.45,5,9.53,1:31.67,6,9.76,1:31.83,2,9.66,1:31.35,1,9.70,1:31.30,4,9.63,1:31.53,2011-2012,"ISU World Cup 2011/2012, RUS, Moscow",1500m(1),m,Heats,3
3,9.47,1:40.92,5,9.51,1:41.18,6,9.74,1:41.57,2,9.49,1:40.84,1,9.47,1:40.77,4,9.57,1:41.10,2011-2012,"ISU World Cup 2011/2012, RUS, Moscow",1500m(1),m,Heats,3
2,9.44,1:50.36,5,9.51,1:50.69,6,10.05,1:51.62,3,9.60,1:50.44,1,9.32,1:50.09,4,9.51,1:50.61,2011-2012,"ISU World Cup 2011/2012, RUS, Moscow",1500m(1),m,Heats,3
2,9.66,2:00.02,5,9.99,2:00.68,6,10.43,2:02.05,3,9.66,2:00.10,1,9.33,1:59.42,4,9.74,2:00.35,2011-2012,"ISU World Cup 2011/2012, RUS, Moscow",1500m(1),m,Heats,3
3,9.68,2:09.70,5,10.20,2:10.88,6,10.73,2:12.78,2,9.53,2:09.63,1,9.52,2:08.94,4,10.20,2:10.55,2011-2012,"ISU World Cup 2011/2012, RUS, Moscow",1500m(1),m,Heats,3
2,9.78,2:19.476,4,10.57,2:21.447,5,11.20,2:23.976,0,,PEN,1,10.02,2:18.960,3,10.53,2:21.072,2011-2012,"ISU World Cup 2011/2012, RUS, Moscow",1500m(1),m,Heats,3
