WALTER Bianca POSITION,WALTER Bianca LAP TIME,WALTER Bianca ELAPSED TIME,KIKUCHI Moemi POSITION,KIKUCHI Moemi LAP TIME,KIKUCHI Moemi ELAPSED TIME,LETAI Julie POSITION,LETAI Julie LAP TIME,LETAI Julie ELAPSED TIME,IVANDIC Danijela POSITION,IVANDIC Danijela LAP TIME,IVANDIC Danijela ELAPSED TIME,KIM Ye Jin POSITION,KIM Ye Jin LAP TIME,KIM Ye Jin ELAPSED TIME
4,13.84,13.84,3,13.58,13.58,1,13.47,13.47,5,14.01,14.01,2,13.49,13.49
3,9.77,23.61,2,9.94,23.52,4,10.16,23.63,5,9.75,23.76,1,9.94,23.43
3,10.24,33.85,2,10.24,33.76,4,10.31,33.94,5,10.32,34.08,1,10.24,33.67
3,10.41,44.26,1,10.25,44.01,4,10.41,44.35,5,10.41,44.49,2,10.37,44.04
3,9.79,54.05,1,9.76,53.77,4,9.82,54.17,5,10.14,54.63,2,9.89,53.93
3,9.65,1:03.70,2,9.80,1:03.57,4,9.61,1:03.78,5,10.38,1:05.01,1,9.63,1:03.56
3,9.91,1:13.61,2,9.93,1:13.50,4,10.04,1:13.82,5,11.02,1:16.03,1,9.87,1:13.43
3,10.14,1:23.75,2,10.11,1:23.61,4,10.46,1:24.28,5,11.50,1:27.53,1,10.08,1:23.51
2,10.21,1:33.96,1,10.10,1:33.71,4,10.46,1:34.745,5,11.83,1:39.362,3,10.49,1:34.006
