CHOI Min Jeong POSITION,CHOI Min Jeong LAP TIME,CHOI Min Jeong ELAPSED TIME,SCHULTING Suzanne POSITION,SCHULTING Suzanne LAP TIME,SCHULTING Suzanne ELAPSED TIME,FAN Kexin POSITION,FAN Kexin LAP TIME,FAN Kexin ELAPSED TIME,Kasandra BRADETTE POSITION,Kasandra BRADETTE LAP TIME,Kasandra BRADETTE ELAPSED TIME
1,14.48,14.48,2,14.57,14.57,4,14.70,,3,14.58,14.58
2,11.47,25.95,1,11.26,25.83,4,11.55,,3,11.55,26.13
2,11.01,36.96,1,10.95,36.78,4,11.01,,3,11.02,37.15
1,9.96,46.92,2,10.27,47.05,4,10.12,,3,10.04,47.19
1,9.75,56.67,3,9.76,56.81,4,9.63,,2,9.59,56.78
1,9.42,1:06.09,3,9.49,1:06.30,4,9.40,,2,9.43,1:06.21
1,9.60,1:15.69,3,9.56,1:15.86,4,9.51,,2,9.58,1:15.79
1,9.43,1:25.12,2,9.37,1:25.23,3,9.40,,4,9.71,1:25.50
1,9.48,1:34.580,3,19.82,1:45.002,4,22.49,,2,9.86,1:35.343
