HWANG Jae Min POSITION,HWANG Jae Min LAP TIME,HWANG Jae Min ELAPSED TIME,Csaba BURJAN POSITION,Csaba BURJAN LAP TIME,Csaba BURJAN ELAPSED TIME,AZHGALIYEV Abzal POSITION,AZHGALIYEV Abzal LAP TIME,AZHGALIYEV Abzal ELAPSED TIME,Firat YARDIMCI POSITION,Firat YARDIMCI LAP TIME,Firat YARDIMCI ELAPSED TIME
1,7.17,7.17,2,7.30,7.30,4,7.54,7.54,3,7.43,7.43
1,9.12,16.29,2,9.19,16.49,3,9.12,16.66,4,9.35,16.78
1,8.73,25.02,2,8.67,25.16,3,8.61,25.27,4,8.60,25.38
1,8.75,33.77,2,8.71,33.87,3,8.72,33.99,4,8.77,34.15
1,8.89,42.656,2,8.86,42.728,3,8.87,42.858,4,8.85,42.995
