MONVOISIN Aurelie POSITION,MONVOISIN Aurelie LAP TIME,MONVOISIN Aurelie ELAPSED TIME,Patricia TOTH POSITION,Patricia TOTH LAP TIME,Patricia TOTH ELAPSED TIME,Alica PORUBSKA POSITION,Alica PORUBSKA LAP TIME,Alica PORUBSKA ELAPSED TIME,SANTOS Kristen POSITION,SANTOS Kristen LAP TIME,SANTOS Kristen ELAPSED TIME
1,7.66,7.66,2,7.86,7.86,3,7.99,,4,8.20,8.20
1,9.94,17.60,2,9.83,17.69,3,9.81,,4,9.80,18.00
1,9.31,26.91,2,9.36,27.05,3,9.32,,4,9.15,27.15
1,9.41,36.32,2,9.55,36.60,4,10.39,,3,9.65,36.80
1,9.68,46.00,2,9.70,46.30,4,10.94,,3,9.82,46.629
