CHRISTIE Elise POSITION,CHRISTIE Elise LAP TIME,CHRISTIE Elise ELAPSED TIME,LIN Yue POSITION,LIN Yue LAP TIME,LIN Yue ELAPSED TIME,Kasandra BRADETTE POSITION,Kasandra BRADETTE LAP TIME,Kasandra BRADETTE ELAPSED TIME,ZAKHAROVA Evgeniya POSITION,ZAKHAROVA Evgeniya LAP TIME,ZAKHAROVA Evgeniya ELAPSED TIME,PROSVIRNOVA Sofia POSITION,PROSVIRNOVA Sofia LAP TIME,PROSVIRNOVA Sofia ELAPSED TIME
1,7.16,7.16,3,7.58,7.58,2,7.27,7.27,4,7.67,7.67,5,7.75,7.75
1,9.06,16.22,3,9.34,16.92,2,9.08,16.35,5,9.56,17.23,4,9.22,16.97
1,8.56,24.78,4,8.89,25.81,2,8.57,24.92,5,8.85,26.08,3,8.67,25.64
1,8.70,33.48,4,8.92,34.73,2,8.72,33.64,5,8.90,34.98,3,8.84,34.48
1,8.85,42.335,4,9.20,43.936,2,8.90,42.536,5,9.27,44.253,3,9.12,43.602
