Vladimir GRIGOREV POSITION,Vladimir GRIGOREV LAP TIME,Vladimir GRIGOREV ELAPSED TIME,Pierre BODA POSITION,Pierre BODA LAP TIME,Pierre BODA ELAPSED TIME,Richard SHOEBRIDGE POSITION,Richard SHOEBRIDGE LAP TIME,Richard SHOEBRIDGE ELAPSED TIME,Alexander FATHOULLIN POSITION,Alexander FATHOULLIN LAP TIME,Alexander FATHOULLIN ELAPSED TIME
1,6.78,6.78,3,7.08,7.08,2,6.98,6.98,4,7.22,7.22
1,8.84,15.62,3,8.95,16.03,2,8.72,15.70,4,8.93,16.15
1,8.38,24.00,4,8.62,24.65,2,8.42,24.12,3,8.23,24.38
1,8.62,32.62,4,8.65,33.30,2,8.58,32.70,3,8.38,32.76
1,8.79,41.41,4,8.95,42.25,2,8.79,41.49,3,8.73,41.49
