Ruslan ZAKHAROV POSITION,Ruslan ZAKHAROV LAP TIME,Ruslan ZAKHAROV ELAPSED TIME,Thibaut FAUCONNET POSITION,Thibaut FAUCONNET LAP TIME,Thibaut FAUCONNET ELAPSED TIME,Edin BRANKOVIC POSITION,Edin BRANKOVIC LAP TIME,Edin BRANKOVIC ELAPSED TIME,Sebastian PRAUS POSITION,Sebastian PRAUS LAP TIME,Sebastian PRAUS ELAPSED TIME
1,12.46,12.46,3,12.68,12.68,2,12.56,12.56,4,12.78,12.78
1,9.51,21.97,3,9.88,22.56,4,10.33,22.89,2,9.77,22.55
1,9.84,31.81,3,9.58,32.14,4,9.33,32.22,2,9.51,32.06
1,9.23,41.04,2,9.27,41.41,4,9.44,41.66,3,9.36,41.42
1,9.39,50.43,3,9.25,50.66,4,9.26,50.92,2,9.23,50.65
1,8.83,59.26,2,9.09,59.75,4,9.18,1:00.10,3,9.13,59.78
1,9.26,1:08.52,2,9.06,1:08.81,4,9.46,1:09.56,3,9.03,1:08.81
1,9.18,1:17.70,2,8.97,1:17.78,4,9.60,1:19.16,3,9.15,1:17.96
2,9.68,1:27.377,1,9.50,1:27.278,4,10.36,1:29.517,3,9.47,1:27.427
