Jon ELEY POSITION,Jon ELEY LAP TIME,Jon ELEY ELAPSED TIME,LEE Ho-Suk POSITION,LEE Ho-Suk LAP TIME,LEE Ho-Suk ELAPSED TIME,Sergey PRANKEVICH POSITION,Sergey PRANKEVICH LAP TIME,Sergey PRANKEVICH ELAPSED TIME,Ingmar van RIEL POSITION,Ingmar van RIEL LAP TIME,Ingmar van RIEL ELAPSED TIME
1,6.71,6.71,4,6.99,6.99,3,6.94,6.94,2,6.93,6.93
1,9.02,15.73,2,9.09,16.08,3,9.17,16.11,4,9.27,16.21
1,8.62,24.35,2,8.27,24.36,3,8.53,24.65,4,8.71,24.92
3,8.90,33.26,1,8.45,32.81,2,8.55,33.20,4,8.93,33.86
2,8.97,42.226,1,8.91,41.716,3,9.22,42.415,4,9.08,42.934
