MIGUNOV Dmitry POSITION,MIGUNOV Dmitry LAP TIME,MIGUNOV Dmitry ELAPSED TIME,TREACY Niall POSITION,TREACY Niall LAP TIME,TREACY Niall ELAPSED TIME,CONFORTOLA Yuri POSITION,CONFORTOLA Yuri LAP TIME,CONFORTOLA Yuri ELAPSED TIME,ADAMSKI Pawel POSITION,ADAMSKI Pawel LAP TIME,ADAMSKI Pawel ELAPSED TIME
1,6.99,6.99,2,7.11,7.11,4,7.47,7.47,3,7.34,7.34
1,8.96,15.95,2,9.03,16.14,4,9.02,16.49,3,9.05,16.39
1,8.49,24.44,2,8.45,24.59,3,8.57,25.06,4,8.75,25.14
1,8.66,33.10,2,8.61,33.20,3,8.72,33.78,4,8.88,34.02
1,9.01,42.11,2,9.02,42.22,3,8.79,42.57,4,8.96,42.98
