Niels KERSTHOLT POSITION,Niels KERSTHOLT LAP TIME,Niels KERSTHOLT ELAPSED TIME,Dmytro POLTAVETS POSITION,Dmytro POLTAVETS LAP TIME,Dmytro POLTAVETS ELAPSED TIME,Andrej VALACH POSITION,Andrej VALACH LAP TIME,Andrej VALACH ELAPSED TIME,Yuzo TAKAMIDO POSITION,Yuzo TAKAMIDO LAP TIME,Yuzo TAKAMIDO ELAPSED TIME
1,6.89,6.89,2,7.14,7.14,4,7.41,7.41,3,7.28,7.28
1,9.49,16.38,2,9.54,16.68,4,9.64,17.05,3,9.52,16.80
1,9.01,25.39,3,9.41,26.09,4,9.17,26.22,2,8.95,25.75
1,9.21,34.60,3,9.52,35.61,4,9.43,35.65,2,8.96,34.71
1,9.26,43.854,3,9.73,45.336,4,9.76,45.405,2,9.23,43.940
