BINEY Maame POSITION,BINEY Maame LAP TIME,BINEY Maame ELAPSED TIME,Kim BOUTIN POSITION,Kim BOUTIN LAP TIME,Kim BOUTIN ELAPSED TIME,WANG Xiran POSITION,WANG Xiran LAP TIME,WANG Xiran ELAPSED TIME,MALAGICH Emina POSITION,MALAGICH Emina LAP TIME,MALAGICH Emina ELAPSED TIME,ZAKHAROVA Evgeniya POSITION,ZAKHAROVA Evgeniya LAP TIME,ZAKHAROVA Evgeniya ELAPSED TIME
2,7.29,7.29,1,7.08,7.08,3,7.49,7.49,4,7.58,7.58,5,7.70,7.70
2,9.18,16.47,1,9.28,16.36,3,9.43,16.92,4,9.36,16.94,5,9.36,17.06
2,8.73,25.20,1,8.77,25.13,5,9.12,26.04,3,8.74,25.68,4,8.81,25.87
2,9.01,34.21,1,8.90,34.03,5,9.45,35.49,3,8.96,34.64,4,8.86,34.73
2,9.14,43.35,1,9.14,43.17,5,9.92,45.419,4,9.32,43.963,3,9.07,43.80
